Country,Region,HDI_Category,Population,Screening_Rate,Median_Age,Urbanization_Rate,Healthcare_Expenditure,GDP_Per_Capita,Obesity_Rate,Smoking_Rate,Alcohol_Consumption,Physical_Activity_Rate,Family_History_Rate,Breastfeeding_Rate,Average_Diagnosis_Age,Survival_Rate,Access_To_Care,Education_Level,Women_Population,Breast_Cancer_Cases,Breast_Cancer_Deaths,Cases_Per_100K,Deaths_Per_100K,Mortality_Rate
South Korea,South America,Medium,182047453,45.56,24,79.22,372,31993,26.87,25.85,13.88,61.96,24.19,22.28,68,63.79,65.56,Secondary,90397144,194945,36278,215.65,40.13,18.61
India,Asia,High,143023443,69.56,31,60.79,5758,3705,40.69,19.78,9.76,54.43,26.62,73.82,64,75.36,77.38,Tertiary,71019455,153156,28501,215.65,40.13,18.61
Saudi Arabia,Africa,High,159355749,23.97,22,31.16,1853,4799,19.92,37.37,11.93,26.61,11.14,32.42,65,81.71,89.12,Secondary,79129394,170646,31756,215.65,40.13,18.61
France,South America,Medium,157391083,54.92,49,38.42,5756,20993,20.35,30.99,11.58,20.82,44.68,58.12,62,67.94,66.7,Tertiary,78153823,168542,31364,215.65,40.13,18.61
China,South America,Medium,150507521,12.87,28,62.55,5073,22636,29.79,38.11,1.06,62.09,13.46,54.37,42,68.62,72.08,Primary,74735734,161170,29993,215.65,40.13,18.61
United States,Oceania,Medium,182819392,14.81,34,81.71,9052,4431,47.65,17.3,9.24,38.91,36.42,84.17,40,82.11,37.73,Primary,90780457,195772,36432,215.65,40.13,18.61
Turkey,Africa,Medium,20535182,62.19,43,43,2358,3559,47.6,27.79,5.65,73.3,48.56,86.01,47,54.21,62.47,Tertiary,10196911,21990,4092,215.65,40.13,18.61
Indonesia,North America,High,89435202,20.14,46,47.85,4846,27524,29,6.25,3.11,34.58,20.44,63.52,47,80.07,53.5,Tertiary,44409777,95771,17822,215.65,40.13,18.61
Turkey,South America,Medium,152667699,57.49,44,65.07,5453,23961,18.19,9.28,7.98,50.39,12.14,34.48,61,78.77,47.92,Tertiary,75808388,163484,30423,215.65,40.13,18.61
Indonesia,Africa,Low,130563769,16.52,49,61.38,8128,2300,15.05,33.11,12.34,62.44,18.25,12.39,62,91.18,48.98,Secondary,64832502,139814,26018,215.65,40.13,18.61
Australia,North America,Low,93201110,23.19,32,54.16,7710,8355,39.13,11,11.65,59.68,17.1,55.81,60,55.47,64.77,Tertiary,46279769,99804,18573,215.65,40.13,18.61
Argentina,Oceania,Low,168230168,23.72,42,76.63,1582,4345,7.56,17.59,12.3,76.39,49.81,86.64,39,72.83,64.69,Primary,83536059,180149,33524,215.65,40.13,18.61
Brazil,Asia,Low,36088756,36.77,32,22.23,9452,21347,30.58,37.87,6.15,20.17,34.7,86.96,47,75.41,33.52,Secondary,17920165,38645,7191,215.65,40.13,18.61
Nigeria,North America,Medium,120542259,10.57,37,21.19,5457,33268,45.01,39.84,1.98,34.77,28.93,19.27,51,88.43,33.37,Primary,59856240,129082,24021,215.65,40.13,18.61
Russia,Oceania,Low,10037271,84.44,43,59.18,8322,14069,18.78,23.46,0.23,25.65,24.81,79.19,66,89.68,68.38,Secondary,4984088,10748,2000,215.65,40.13,18.61
Pakistan,Europe,High,30674689,18.94,44,63.5,6584,33066,16.74,19.09,10.61,51.67,28.57,20.37,43,65.93,78.88,Tertiary,15231766,32847,6112,215.65,40.13,18.61
Egypt,North America,Low,50703624,23.35,49,36.98,9833,32954,16.25,25.37,13.35,46.3,22.36,83.27,64,95.83,88.19,Secondary,25177297,54295,10104,215.65,40.13,18.61
Indonesia,South America,Low,46188483,88.76,21,37.7,8660,40440,8.83,21.46,11.53,56.26,41.37,31.52,57,71.55,39.13,Primary,22935267,49460,9204,215.65,40.13,18.61
Bangladesh,Europe,Medium,159636796,84.88,45,83.57,6933,35608,36.91,7.68,14.22,20.81,23.6,28.46,53,93.26,74.19,Tertiary,79268950,170947,31812,215.65,40.13,18.61
Argentina,North America,Low,15073284,32.41,42,60.39,9667,5886,49.45,24.23,14.89,22.97,40.4,47.68,32,84.49,65.83,Primary,7484761,16141,3003,215.65,40.12,18.6
Spain,North America,Medium,181282554,48.51,43,39.64,774,31577,24.75,18.01,13.65,49.12,40.85,72.65,50,62.59,39.9,Primary,90017328,194126,36125,215.65,40.13,18.61
United Kingdom,Europe,Low,71594732,56.82,38,55.97,7337,28905,7.04,38.95,4.37,79.66,13.95,34.98,42,97.81,89.9,Primary,35550947,76667,14267,215.65,40.13,18.61
South Africa,South America,High,196976219,33.78,28,40.95,4613,18569,31.58,17.85,1.82,25.85,18.7,63.41,53,73.66,41.15,Primary,97810145,210931,39253,215.65,40.13,18.61
United Kingdom,Asia,Medium,184593226,28.47,49,68.29,6654,34403,44.74,18.47,12.38,77.57,32.81,31.78,34,68.86,41.63,Secondary,91661269,197671,36785,215.65,40.13,18.61
India,Africa,High,146488060,14.75,39,40.57,4275,33278,29.24,19.25,14.68,75.54,24.44,45.3,50,66.81,80.57,Primary,72739838,156866,29192,215.65,40.13,18.61
Bangladesh,Oceania,High,101468866,82.36,30,67.89,9291,11662,24.87,21.5,7.44,78.4,25.14,30.23,43,98.62,79.17,Tertiary,50385191,108657,20220,215.65,40.13,18.61
Egypt,Africa,Medium,138089638,17.24,32,76.09,2533,27218,37.05,26.93,11.56,66.42,15.66,46.06,43,65.45,50.38,Tertiary,68569533,147873,27518,215.65,40.13,18.61
South Korea,Europe,High,196581378,53.16,33,54.78,3553,16381,28.5,7.22,14.01,70.81,18.46,41.04,51,84.97,57.36,Secondary,97614083,210509,39174,215.65,40.13,18.61
Argentina,Europe,Medium,63203034,82.48,33,69.17,3860,16700,37.99,38.75,8.21,40.66,28.11,43.63,35,79.53,85.47,Secondary,31383981,67680,12594,215.65,40.13,18.61
South Korea,Oceania,High,25886232,89.39,27,50.6,1359,19730,16.9,18.52,5.68,38.15,41.07,86.85,64,93.49,70.77,Primary,12854019,27720,5158,215.65,40.13,18.61
Brazil,Asia,Medium,181577026,38.02,20,59.76,7761,23764,19.34,16.53,7.91,35.74,25.22,51.51,54,58.34,85.45,Secondary,90163550,194441,36184,215.65,40.13,18.61
Spain,Asia,Low,147415754,66.08,31,85.02,4711,23742,25.67,28.7,0.48,41.2,21.92,20.67,32,67.43,36.58,Secondary,73200492,157860,29377,215.65,40.13,18.61
China,South America,Low,194472746,46.06,24,67.81,1898,30232,42.49,38.93,0.31,60.01,29.97,44.12,63,86.26,70.36,Secondary,96567025,208251,38754,215.65,40.13,18.61
India,Asia,High,93736296,22.98,38,20.08,5504,29727,40.98,39.37,4.42,50.12,13.83,83.72,45,52.07,54.04,Secondary,46545520,100377,18679,215.65,40.13,18.61
Saudi Arabia,North America,High,85791953,20.08,28,36.54,169,32938,36.09,33.74,13.87,73.98,29.15,21.8,45,75.68,41.64,Tertiary,42600692,91870,17096,215.65,40.13,18.61
Russia,Africa,Medium,93987756,35.3,26,66.75,1066,31537,9.16,13.62,11.86,47.2,25.86,81.64,30,93.71,50.39,Primary,46670385,100646,18729,215.65,40.13,18.61
Nigeria,North America,High,113647422,51.18,33,26.34,3477,32713,39.89,13.59,9.5,53.43,20.54,44.9,34,83.97,26.71,Secondary,56432552,121699,22647,215.65,40.13,18.61
Australia,Oceania,Medium,48873770,74.97,40,33.03,1477,34147,31.63,9.33,2.76,43.92,31.97,79.2,33,52.98,56.36,Tertiary,24268668,52336,9739,215.65,40.13,18.61
South Africa,Africa,Low,156624847,35.8,43,54.13,9477,45575,5.79,34.48,12.82,75.55,19.48,53.16,47,55.98,26.15,Primary,77773342,167721,31212,215.65,40.13,18.61
China,Africa,Low,152050552,43,39,55.86,127,40030,41.92,7.68,9.79,78.5,45.5,81.14,48,93.11,67.23,Secondary,75501939,162823,30300,215.65,40.13,18.61
United States,Europe,High,88473967,50.08,31,51.08,984,2048,16.11,33.96,3.48,53.02,37.68,11.49,44,80.13,68.37,Tertiary,43932468,94742,17631,215.65,40.13,18.61
Bangladesh,Oceania,Low,108936021,28.6,49,85.9,4803,1270,30.52,36.75,4.71,21.73,33.64,57.98,50,67.82,27.42,Tertiary,54093068,116654,21708,215.65,40.13,18.61
Bangladesh,Oceania,Medium,145137257,10.58,20,49.55,3811,8935,40.04,34.35,11.21,75.81,38.59,49.28,59,67.51,51.28,Primary,72069086,155420,28922,215.65,40.13,18.61
Canada,Oceania,Medium,171399945,54.57,41,87.96,5052,24559,5.71,13.83,2.81,73.4,44.22,18.79,46,63.45,48.28,Secondary,85110038,183543,34156,215.65,40.13,18.61
Nigeria,Oceania,High,140858624,71.93,36,36.57,7897,5871,20.54,21.55,6.24,56.48,44.11,46.06,47,55.52,64.33,Primary,69944496,150838,28070,215.65,40.13,18.61
Russia,Asia,Low,185669118,15.1,40,65.29,1943,3638,40.91,28.35,2.21,28.26,17.14,41.78,53,74.82,24.7,Primary,92195512,198823,37000,215.65,40.13,18.61
Russia,South America,High,174022002,43.28,44,23.21,8246,15827,26.28,26.91,5.48,72.07,21.79,32.95,41,81.11,53.29,Primary,86412041,186351,34679,215.65,40.13,18.61
Germany,Oceania,High,149230363,59.79,35,23.58,5113,16461,31.86,19.42,1.4,70.52,39.2,72.53,39,75.49,44.36,Tertiary,74101551,159803,29738,215.65,40.13,18.61
Japan,Oceania,Medium,68884420,78.76,32,51.71,7037,6041,47.04,27,4.5,58.63,26.53,69.64,61,52.38,58.17,Primary,34205119,73764,13727,215.65,40.13,18.61
China,Oceania,High,77858894,68,48,40.54,7958,9920,40.51,33.57,11.51,78.17,35.96,23.09,47,66.83,52.17,Secondary,38661467,83375,15515,215.65,40.13,18.61
Egypt,North America,Low,99244132,34.67,30,76.66,2305,7274,16.91,9.93,9.86,48.41,41.13,23.25,44,84.89,76.09,Primary,49280481,106275,19777,215.65,40.13,18.61
Canada,South America,Low,141139085,45.52,21,56.8,3218,34534,27.57,36.77,7.2,52.76,13.79,61.91,57,90.56,53.13,Tertiary,70083761,151138,28126,215.65,40.13,18.61
United States,Africa,High,102798453,89.74,24,70.83,9965,24280,5.5,31.04,11.72,75.65,46.94,53.88,67,53.95,79.33,Primary,51045408,110081,20485,215.65,40.13,18.61
Nigeria,Oceania,Medium,111464630,53.8,30,51.95,2650,23627,31.59,36.47,13.93,28.74,44.2,77.25,41,90.81,88.58,Secondary,55348669,119361,22212,215.65,40.13,18.61
Pakistan,Africa,High,157044411,36.06,41,27.99,5198,11447,38.71,8.47,13.68,67.65,17.84,46.49,52,87.71,36.83,Tertiary,77981680,168170,31295,215.65,40.13,18.61
Canada,Asia,High,32905806,14.44,44,72.75,9038,9706,8.71,5.79,5.38,39.17,15.42,86.27,39,61.49,30.2,Tertiary,16339645,35237,6557,215.65,40.13,18.61
Turkey,Oceania,High,43053473,70.67,30,32.95,6742,37540,30.45,14.92,0.9,22.45,44.16,68.81,66,83.02,45.33,Primary,21378552,46103,8579,215.65,40.13,18.61
Italy,Oceania,High,88231951,78.42,23,24.76,8781,38836,13.89,22.07,4.27,27.4,15.92,29.26,32,81.35,33.09,Primary,43812293,94483,17582,215.65,40.13,18.61
South Africa,North America,High,69266552,11.48,46,68.35,4080,13728,27.63,9.63,1.16,53.18,21.24,20.15,46,62.18,28.23,Secondary,34394870,74174,13803,215.65,40.13,18.61
Turkey,Africa,High,181082023,79.36,41,30.17,2868,17476,5.3,15.34,7.25,60.85,41.83,71.31,30,73.37,21.14,Tertiary,89917752,193911,36085,215.65,40.13,18.61
Indonesia,Asia,Low,56130386,18.86,25,74.94,7536,36008,41.64,27.48,3.54,55.92,24.96,84.17,45,55.89,59.23,Tertiary,27872000,60107,11185,215.65,40.13,18.61
Bangladesh,South America,Medium,35884866,61.22,37,66.16,8673,22781,15.14,10.61,1.65,65.77,11.81,73.55,35,97.37,24.11,Secondary,17818922,38427,7151,215.65,40.13,18.61
Italy,Africa,High,38248136,23.67,28,70.77,2129,9208,38.46,6.93,4.98,68.32,20.91,21.15,55,92.53,29.86,Secondary,18992423,40958,7622,215.65,40.13,18.61
Spain,Asia,High,80811718,45.16,26,37.32,6709,11916,20.04,38.04,2.24,56.62,47.83,85.85,34,52,33.57,Primary,40127716,86537,16104,215.65,40.13,18.61
South Korea,South America,Medium,157273487,11.47,41,73.33,5109,15690,41.07,13.55,11.07,52.57,22.33,60,30,77.91,80.47,Tertiary,78095430,168416,31341,215.65,40.13,18.61
Italy,Europe,High,128113717,23.58,22,64.34,3362,9633,29.9,26.56,13.36,58.88,32.25,61.98,66,67.91,63.33,Tertiary,63615909,137190,25530,215.65,40.13,18.61
Indonesia,Oceania,Low,134005728,40.09,39,55.96,8600,36098,40.83,7.43,6.77,79.42,15.8,37.32,55,57.8,49.17,Secondary,66541635,143499,26704,215.65,40.13,18.61
Japan,Oceania,Low,142653235,58.81,44,87.37,2180,10729,34.21,24.03,13.36,56.38,43.96,34.01,56,65.63,34.07,Tertiary,70835625,152760,28427,215.65,40.13,18.61
France,North America,Low,12169648,56.66,24,65.87,5659,36085,31.35,14.81,13.07,48.98,36.34,46.18,33,62.68,21.8,Primary,6042937,13031,2425,215.64,40.13,18.61
China,Europe,Medium,199668435,11.3,38,24.05,5228,29037,18.72,17.41,2.68,42.66,18,56.89,57,69.46,64.34,Primary,99146986,213814,39789,215.65,40.13,18.61
Mexico,Africa,High,150001855,12.06,28,22.55,8601,21740,6.94,11.74,1.13,43.95,18.6,48.94,40,55.13,66.22,Primary,74484642,160629,29892,215.65,40.13,18.61
Vietnam,Europe,High,94729008,39.64,29,79.18,2409,41664,16.39,19.88,14.09,37.45,35.11,63.51,38,56.81,41.41,Primary,47038460,101440,18877,215.65,40.13,18.61
United Kingdom,Asia,Low,7512567,78.81,24,68.64,5740,31054,32.11,31.15,4.29,24.9,10.29,24.1,64,81.97,73.61,Primary,3730426,8044,1496,215.63,40.1,18.6
Japan,Asia,High,65839811,69.83,44,38.32,8808,18764,24.62,28.95,9.66,26.33,13.68,55.01,35,69.87,56.87,Tertiary,32693294,70504,13120,215.65,40.13,18.61
Pakistan,Asia,Medium,21129396,37.19,27,29.03,5078,24506,13.19,26.03,7.57,61.26,47.86,84.84,33,69.76,68.42,Primary,10491973,22626,4210,215.65,40.13,18.61
Pakistan,Europe,Low,177744747,35.64,29,88.27,4811,28253,8.72,15.85,0.66,65.61,13.77,59.79,54,54.91,63.96,Tertiary,88260601,190337,35420,215.65,40.13,18.61
Australia,South America,Low,13864523,68.66,29,64.8,5898,14441,47.99,27.7,0.62,79.79,42.96,46.92,45,78.9,64.43,Primary,6884541,14846,2762,215.64,40.12,18.6
Indonesia,Europe,High,137059587,81.08,35,22.84,3118,1204,10.75,35.52,0.02,72.36,35.75,65.2,53,75.93,57.36,Secondary,68058053,146770,27313,215.65,40.13,18.61
Brazil,Asia,High,23484323,64,45,57.07,3912,32339,44.32,26.81,13.82,42.93,13.46,23.23,66,58.85,32.26,Primary,11661331,25148,4679,215.65,40.12,18.61
Mexico,North America,Low,41699545,70.35,22,42.17,8922,42551,33.4,31.61,12.12,24.56,41.85,81.91,66,86.06,51.39,Secondary,20706248,44653,8309,215.65,40.13,18.61
China,Europe,Low,11136630,37.23,27,81.53,4696,27134,32.69,30.61,9.19,72.88,24.44,79.93,30,63.29,86.31,Tertiary,5529984,11925,2219,215.64,40.13,18.61
Bangladesh,Oceania,Medium,176677144,62.01,47,47.31,3481,49251,30.93,20.3,10.37,78.73,44.67,74.01,35,68.23,23.8,Secondary,87730474,189194,35208,215.65,40.13,18.61
Russia,Europe,High,143070010,26.58,31,26.25,1825,39986,12.13,11.48,12.27,59.42,32,26.32,51,65.13,43.57,Tertiary,71042578,153206,28510,215.65,40.13,18.61
Australia,South America,Medium,79194556,31.45,24,22.25,6154,11031,26.85,12.64,7.41,48.56,13.91,46.57,54,50.47,84.25,Primary,39324701,84805,15781,215.65,40.13,18.61
Germany,Asia,Low,180655827,80.85,47,78.42,9941,37085,7,38.07,14.26,61.63,11.43,13.11,35,84.55,79.53,Tertiary,89706121,193455,36001,215.65,40.13,18.61
Spain,Asia,Medium,46894173,89.6,45,82.47,7758,29331,27.34,27.87,8.12,25.03,39.2,11.05,68,63.89,23.48,Secondary,23285683,50216,9344,215.65,40.13,18.61
Egypt,Africa,Low,37784330,11.61,21,82.65,6524,24756,6.36,37.02,12.74,27.58,29.2,52.48,63,72.78,48.44,Primary,18762116,40461,7529,215.65,40.13,18.61
South Africa,Europe,Low,180982852,74.76,40,31.73,4102,6213,18.36,13.95,0.16,39.28,20.33,84.61,36,83.47,65.17,Secondary,89868508,193805,36066,215.65,40.13,18.61
Brazil,Europe,Medium,177302897,59.47,22,58.3,4856,48834,47.13,16.38,1.01,55.93,16.37,39.16,30,70.13,40.13,Primary,88041196,189864,35332,215.65,40.13,18.61
Japan,North America,Low,103576190,12.03,30,85.71,5473,9132,44.98,25.25,14.39,20.74,28.39,61.24,61,78.85,78.59,Secondary,51431600,110914,20640,215.65,40.13,18.61
Germany,Europe,Medium,193162936,46.5,21,22.81,1790,16966,29.13,32.85,7.66,73.8,47.38,73.16,58,60.46,59.2,Tertiary,95916628,206848,38493,215.65,40.13,18.61
China,Oceania,Medium,6485330,46.42,43,27.94,9096,1034,26.88,6.46,14.76,58.09,26.84,55.81,36,74.19,70.21,Primary,3220343,6944,1292,215.63,40.12,18.61
Italy,Asia,High,76726802,77.98,46,30.88,2855,40766,11.31,27.68,8.78,75.19,16.74,54.35,69,73.85,68.69,Secondary,38099318,82162,15289,215.65,40.13,18.61
Russia,Europe,Medium,168816351,28.27,29,26.13,3842,28833,17.19,37.54,3.3,64.61,33.44,69.51,65,80.99,27.87,Secondary,83827133,180776,33641,215.65,40.13,18.61
Vietnam,Oceania,High,197379289,39.77,35,57.59,2445,17723,25.21,31.17,2.98,32.2,20.67,36.37,67,61.86,57.65,Primary,98010292,211363,39333,215.65,40.13,18.61
Germany,Asia,Medium,191176335,37.33,46,54.33,6760,28059,38.73,16.7,1.51,48.37,35.63,40.88,36,61.14,48.7,Tertiary,94930165,204721,38097,215.65,40.13,18.61
Canada,South America,Low,121347137,34.45,45,53.65,9651,41967,27.04,25.34,2.62,77.53,45.96,36.52,65,57.8,87.14,Secondary,60255908,129944,24181,215.65,40.13,18.61
Bangladesh,North America,High,194186066,62.91,21,44.11,5505,3146,5.85,12.44,14.89,42.32,14.01,16.14,53,95.95,35.15,Primary,96424671,207944,38697,215.65,40.13,18.61
Egypt,Oceania,Medium,60773642,20.82,32,61.94,4052,19550,40.39,31.32,6.47,79.69,14.97,47.58,58,75.82,72.05,Secondary,30177646,65079,12110,215.65,40.13,18.61
South Africa,Africa,Medium,148732357,30.45,41,37.82,9535,29532,22.58,38.25,12.14,59.93,49.49,25.54,44,79.78,55.61,Secondary,73854262,159269,29639,215.65,40.13,18.61
Pakistan,Africa,Medium,13293464,74.8,26,63.53,3435,13743,36.96,32.46,11.35,50.22,16.21,57.15,51,95.07,67.65,Primary,6600977,14235,2649,215.65,40.13,18.61
Egypt,Oceania,High,10517221,43.63,47,66.11,7391,29997,9.62,36,7.79,29.18,14.41,77.57,42,73.08,27.22,Secondary,5222411,11262,2095,215.65,40.12,18.6
Vietnam,North America,Low,180284083,79.61,24,52.59,1434,9935,24.38,26.08,9.13,45.33,14.42,82.98,57,78.85,39.17,Secondary,89521529,193057,35927,215.65,40.13,18.61
Germany,South America,High,170704968,61.97,31,84.78,4091,5482,36.08,25.16,5.76,74.29,44.48,24.85,34,96.96,49.79,Tertiary,84764941,182799,34018,215.65,40.13,18.61
France,Asia,Medium,108453757,62.95,35,39.69,3462,11635,29.1,35.76,13.99,33.09,45.2,32.37,32,79.16,59.05,Tertiary,53853595,116137,21612,215.65,40.13,18.61
China,North America,Low,174417993,71.18,45,40.34,7196,3218,31.31,30.42,7.68,77.59,49.22,75.88,64,93.42,42.95,Secondary,86608674,186775,34757,215.65,40.13,18.61
Canada,Africa,Low,145146916,68.74,32,69.46,8371,29844,26.88,35.55,13.87,44.32,16.48,58.37,38,86.59,75.38,Primary,72073882,155430,28924,215.65,40.13,18.61
Mexico,Oceania,High,182460293,18.97,23,27.73,7591,46088,25.93,22.3,2.31,41.94,43.52,25.71,46,76.69,32.37,Secondary,90602143,195387,36360,215.65,40.13,18.61
Vietnam,South America,High,119873988,22.51,49,55.81,659,36491,18.28,40,11.54,58.92,41.1,25.3,65,50.2,78.07,Primary,59524404,128367,23888,215.65,40.13,18.61
Egypt,Oceania,High,65740717,80.43,24,67.29,3252,24374,35.35,31.03,11.53,64.85,24.51,74.1,32,50.95,62.87,Secondary,32644088,70398,13100,215.65,40.13,18.61
United Kingdom,South America,Medium,125623942,60.19,34,22.63,4465,37908,25,15.9,9.85,52.22,26.1,66.4,34,60.05,68.69,Secondary,62379591,134524,25034,215.65,40.13,18.61
South Africa,Africa,Medium,48194235,70.46,26,32.54,9728,23548,38.67,29.14,6.01,63.32,41.79,84.63,62,92.94,67.23,Tertiary,23931239,51608,9604,215.65,40.13,18.61
Mexico,South America,Low,40073850,27.04,47,78.93,2818,7264,45.6,35.57,12.18,63.11,12.73,20.63,68,91.82,65.15,Primary,19898996,42913,7985,215.65,40.13,18.61
Italy,Oceania,Medium,28182206,46.25,21,34.53,4552,31703,21.54,25.27,11.81,25.33,33.94,29.88,59,52.42,69.47,Secondary,13994103,30178,5615,215.65,40.12,18.61
Egypt,Africa,High,120196677,42.39,35,20.25,5484,39962,42.36,27.43,0.61,53.95,31.1,69.02,47,55.47,36.22,Tertiary,59684638,128712,23952,215.65,40.13,18.61
Indonesia,North America,High,86578407,53.99,48,75.32,4605,47708,21.27,9.39,0.65,43.99,36.33,33.83,37,98.06,69.84,Secondary,42991212,92712,17253,215.65,40.13,18.61
China,Africa,Medium,33499726,36.87,47,72.9,1592,32390,7.17,27.76,11.88,23.59,36.54,81.02,40,66.32,45.37,Primary,16634561,35873,6675,215.65,40.13,18.61
Pakistan,Africa,High,85645259,20.31,26,76,8731,40427,13.54,23.31,11.1,38.23,13.54,23.34,57,83.71,56.41,Tertiary,42527850,91713,17067,215.65,40.13,18.61
Australia,Europe,High,113599375,48.53,25,60.31,6375,28717,43.93,14.36,0.85,29.72,16.63,13.59,30,73.87,53.55,Secondary,56408694,121647,22637,215.65,40.13,18.61
India,Oceania,Low,168527383,31.72,47,86.27,2878,46145,28.67,20.6,4.92,26.21,39.34,67.8,31,61.93,71.06,Tertiary,83683644,180467,33584,215.65,40.13,18.61
South Korea,Africa,High,3473648,80.56,44,44.13,208,25212,14.44,34.78,12.23,63.93,49.45,26.29,55,59.5,51.04,Secondary,1724868,3719,692,215.61,40.12,18.61
Egypt,Africa,Low,15683126,10.55,41,33.63,8877,3944,41.76,15.65,10.72,70.56,35.41,73.41,60,57.56,62.41,Secondary,7787583,16794,3125,215.65,40.13,18.61
Brazil,Asia,Medium,81579217,14.7,48,75.46,6601,9451,19.55,34.13,13.14,77.61,44.57,34.22,39,61.26,35.87,Secondary,40508824,87359,16257,215.65,40.13,18.61
South Korea,Oceania,High,36508106,24.25,37,76.78,9842,4838,37.12,5.65,6.44,44.01,40.06,85.76,50,89.37,68.47,Tertiary,18128397,39094,7275,215.65,40.13,18.61
Egypt,North America,Low,122329962,36.32,29,49.74,5947,30103,13.92,18.22,6.53,49.36,40.1,79.31,42,79.51,73.94,Primary,60743938,130996,24377,215.65,40.13,18.61
Australia,Europe,Low,24078081,15.2,35,37.58,5236,28429,34.88,35.79,4.13,46.66,15.42,38.54,30,66.03,69.51,Tertiary,11956167,25784,4798,215.65,40.13,18.61
France,Africa,Low,180456642,12.65,44,88.82,1431,25923,18.68,11.17,1.41,21.92,16.8,68.31,59,53.36,60.31,Primary,89607214,193241,35961,215.65,40.13,18.61
Australia,South America,Low,46806022,81.15,22,30.08,1703,1316,28.3,12.73,13.52,76.52,22.77,44.05,30,74.1,51.65,Primary,23241911,50122,9327,215.65,40.13,18.61
Brazil,Oceania,Medium,66849897,81.75,22,44.06,9709,1831,19.19,25.54,12.84,41.01,39.07,71.58,59,98.22,46.17,Tertiary,33194860,71586,13321,215.65,40.13,18.61
Italy,Asia,Low,88968582,66.18,25,74.23,4360,11260,8.76,16.57,11.1,53.39,32.19,23.54,43,97.11,55.45,Tertiary,44178073,95271,17729,215.65,40.13,18.61
United Kingdom,Oceania,Low,19445791,55,30,63.51,6229,10703,40.45,5.44,7.47,33.46,11.73,53.66,46,64.25,24.44,Tertiary,9655965,20823,3875,215.65,40.13,18.61
France,North America,High,69729468,71.76,46,44.96,3273,19967,45.59,15.36,8.57,29.03,43.03,57.5,46,66.82,86.8,Tertiary,34624735,74669,13895,215.65,40.13,18.61
United States,Asia,Medium,128396620,24.46,27,71.21,964,31829,24.24,11.28,0.67,75.25,21.89,76.49,46,78.67,32.98,Secondary,63756386,137493,25586,215.65,40.13,18.61
Pakistan,Oceania,High,183900848,76.11,39,89.32,6601,29858,38.68,31.96,13.37,77.08,16.92,65.3,39,72.9,81.42,Secondary,91317463,196930,36647,215.65,40.13,18.61
China,Africa,Medium,181803897,39.78,30,35.91,4934,21266,7.64,32.33,14.05,28.74,21.22,37.81,32,75.2,39.95,Tertiary,90276205,194684,36229,215.65,40.13,18.61
Bangladesh,Europe,Medium,40612375,33.68,40,63.41,8439,20874,45.29,30.79,10.53,33.75,26.86,65.4,67,56.39,57.36,Tertiary,20166405,43489,8093,215.65,40.13,18.61
Saudi Arabia,Oceania,Medium,169153834,75.13,45,78.21,9386,39999,21.12,14.06,0.8,74.76,33.14,27.95,39,64.2,88.24,Primary,83994713,181138,33708,215.65,40.13,18.61
Turkey,Africa,Low,173317763,62.96,24,86.44,9134,25134,46.21,6.42,1.79,21.39,29.6,66.73,51,60.3,67.58,Tertiary,86062346,185597,34538,215.65,40.13,18.61
Pakistan,North America,Medium,84024029,42.99,39,38.1,4475,32645,39.27,21.15,0.63,66.05,40.85,69.12,40,74.19,89.15,Tertiary,41722815,89977,16744,215.65,40.13,18.61
Pakistan,Asia,High,50428457,89.99,49,70.09,3474,47642,13.02,15.02,1.62,28.59,39.2,43.99,53,91.83,66.43,Secondary,25040660,54001,10049,215.65,40.13,18.61
Russia,Asia,High,149076796,76.68,34,29.19,1271,21382,41.68,25.45,7.26,26.33,37.98,21.51,62,70.93,75.41,Tertiary,74025296,159638,29707,215.65,40.13,18.61
Turkey,South America,Medium,111038593,63.08,48,64.79,5956,32345,6.36,11.99,0.56,30.17,30.19,83.83,30,50.07,30.68,Tertiary,55137117,118905,22127,215.65,40.13,18.61
India,North America,Medium,121539526,77.72,31,60.09,8462,23965,44.37,5.7,12.01,69.35,24.86,54.36,61,51.27,62.55,Tertiary,60351441,130150,24220,215.65,40.13,18.61
Brazil,Africa,Low,112290326,80.68,31,55.58,3359,13278,25.36,30.34,3.38,52.13,24.79,30.47,69,51.62,85.27,Tertiary,55758675,120246,22377,215.65,40.13,18.61
Saudi Arabia,Asia,High,44736660,15.71,21,42.01,8348,28595,7.86,21.19,8.99,23.09,47.31,56.43,42,79.24,40.07,Tertiary,22214352,47906,8915,215.65,40.13,18.61
Nigeria,North America,Low,175030115,35.13,39,35.02,9108,11048,11.55,27.21,11.64,39.85,49.8,71.18,47,68.93,35.96,Primary,86912628,187430,34879,215.65,40.13,18.61
South Korea,Europe,Low,97199081,80.26,25,51.79,8625,11377,22.77,7.06,7.24,40.64,32.83,71.13,68,68.27,49.38,Secondary,48264994,104085,19369,215.65,40.13,18.61
United States,North America,Medium,118450493,73.36,31,21.58,7003,45888,31.74,27.23,3.79,60.8,45.27,79.02,68,84.39,80.82,Tertiary,58817556,126842,23604,215.65,40.13,18.61
Nigeria,Europe,Low,89128941,53.5,49,63.34,2823,18013,24.9,39.08,2.09,44.05,22.69,57.12,58,53.3,64.41,Secondary,44257701,95443,17761,215.65,40.13,18.61
